review_id,user_name,airline_sentiment,sentiment_confidence,negative_reason,negative_reason_confidence,airline_name,review_text,thumbup_count,review_coordinates,review_timestamp,review_city,user_timezone
570287408438120448,mollanderson,positive,0.6451,,,EgyptAir,I'm flying your #fabulous #Seductive skies again! U take all the #stress away from travel http://t.co/ahlXHhKiyn,0,,24/2/2015 10:21,,Eastern Time (US & Canada)
570282469121007616,smartwatermelon,negative,0.6842,Late Flight,0.3684,EgyptAir,SFO-PDX schedule is still MIA.,0,,24/2/2015 10:01,"palo alto, ca",Pacific Time (US & Canada)
570277724385734656,ItzBrianHunty,positive,1,,,EgyptAir,So excited for my first cross country flight LAX to MCO I've heard nothing but great things about Virgin America. #DaysToGo,0,,24/2/2015 9:42,west covina,Pacific Time (US & Canada)
570276917301137409,heatherovieda,negative,1,Bad Flight,1,EgyptAir,I flew from NYC to SFO last week and couldn't fully sit in my seat due to two large gentleman on either side of me. HELP!,0,,24/2/2015 9:39,this place called NYC,Eastern Time (US & Canada)
570270684619923457,thebrandiray,positive,1,,,EgyptAir,I flying .,0,,24/2/2015 9:15,Somewhere celebrating life. ,Atlantic Time (Canada)
570265883513384960,MISSGJ,negative,0.6705,Can't Tell,0.3614,EgyptAir,why are your first fares in May over three times more than other carriers when all seats are available to select???,0,,24/2/2015 8:55,,
570264145116819457,DT_Les,positive,1,,,EgyptAir,I love this graphic. http://t.co/UTGrRwAaA,0,"[40.74804263, -73.99295302]",24/2/2015 8:49,,
570259420287868928,ElvinaBeck,positive,1,,,EgyptAir,I love the hipster innovation. You are a feel good brand.,0,,24/2/2015 8:30,Los Angeles,Pacific Time (US & Canada)
570258822297579520,rjlynch21086,neutral,1,,,EgyptAir,will you be making BOS&gt;LAS non stop permanently anytime soon?,0,,24/2/2015 8:27,"Boston, MA ",Eastern Time (US & Canada)
570256553502068736,ayeevickiee,negative,1,Customer Service Issue,0.3557,EgyptAir,you guys messed up my seating.. I reserved seating with my friends and you guys gave my seat away ... I want free internet,0,,24/2/2015 8:18,714,Mountain Time (US & Canada)
570249102404923392,Leora13,negative,1,Customer Service Issue,1,EgyptAir,status match program. I applied and it's been three weeks. Called and emailed with no response.,0,,24/2/2015 7:49,,
570239632807370753,meredithjlynn,negative,1,Can't Tell,0.6614,EgyptAir,What happened ur vegan food options?! At least say on ur site so i know I won't be able eat anything for next hrs #fail,0,,24/2/2015 7:11,,
570207886493782019,blackjackpro911,negative,1,Bad Flight,1,EgyptAir,amazing to me that we can't get any cold air from the vents. #VX #noair #worstflightever #roasted #SFOtoBOS,0,"[42.361016, -71.02000488]",24/2/2015 5:05,"San Mateo, CA & Las Vegas, NV",
570124596180955136,TenantsUpstairs,neutral,0.615,,0,EgyptAir,LAX to EWR - Middle seat on a red eye. Such a noob maneuver. #sendambien #andchexmix,0,"[33.94540417, -118.4062472]",23/2/2015 23:34,Brooklyn,Atlantic Time (Canada)
570114021854212096,jordanpichler,negative,1,Flight Booking Problems,1,EgyptAir,"hi! I just bked a cool birthday trip with you, but i can't add my elevate no. cause i entered my middle name during Flight Booking Problems",0,,23/2/2015 22:52,,Vienna
570088404156698625,Cuschoolie1,negative,1,Customer Service Issue,1,EgyptAir,"help, left expensive headphones on flight IAD to LAX today. Seat A. No one answering L&amp;F number at LAX!",0,"[33.94209449, -118.40410103]",23/2/2015 21:10,Washington DC,Quito
570084582780899328,amanduhmccarty,negative,1,Customer Service Issue,1,EgyptAir,"awaiting my return phone call, just would prefer to use your online self-service option :(",0,,23/2/2015 20:55,,Pacific Time (US & Canada)
570076792993611776,NorthTxHomeTeam,positive,1,,,EgyptAir,this is great news! America could start flights to Hawaii by end of year http://t.co/rpZyfe via,0,"[33.2145038, -96.9321504]",23/2/2015 20:24,Texas,Central Time (US & Canada)
570051991277342720,miaerolinea,neutral,0.6207,,,EgyptAir,Nice RT : Vibe with the moodlight from takeoff to touchdown. #MoodlitMonday #ScienceBehindTheExperience http://t.co/YOuNxTQP,0,,23/2/2015 18:46,Worldwide,Caracas
570051381534396416,Nicsplace,positive,1,,,EgyptAir,Moodlighting is the only way to fly! Best experience EVER! Cool and calming. #MoodlitMonday,0,,23/2/2015 18:43,Central Texas,
570045393565691904,Nicsplace,positive,1,,,EgyptAir,"Done and done! Best airline around, hands down!",0,,23/2/2015 18:19,Central Texas,
570038941497192448,elisha_malulani,neutral,0.6791,,0,EgyptAir,when can I book my flight to Hawaii??,0,,23/2/2015 17:54,i'm creating a monster ,Pacific Time (US & Canada)
570035876845084672,DannyDouglass,negative,1,Customer Service Issue,1,EgyptAir,Your chat support is not working on your site: http://t.co/vhpGtDWPk,0,,23/2/2015 17:41,"San Francisco, CA",Pacific Time (US & Canada)
570033593394667521,jamesferrandini,positive,0.6639,,,EgyptAir,"View of downtown Los Angeles, the Hollywood Sign, and beyond that rain in the mountains! http://t.co/Dwnfibtr",0,,23/2/2015 17:32,,
570025482344898560,will_lenzenjr,negative,0.6688,Flight Booking Problems,0.6688,EgyptAir,"Hey, first time flyer next week - excited! But I'm having a hard time getting my flights added to my Elevate account. Help?",0,,23/2/2015 17:00,Iowa City,Central Time (US & Canada)
570016304284901379,GottAmanda,neutral,1,,,EgyptAir,plz help me win my bid upgrade for my flight / LAX---&gt;SEA!!!,0,"[34.0219817, -118.38591198]",23/2/2015 16:24,Los Angeles,
570015408788414464,KGervaise,neutral,0.6578,,0,EgyptAir,I have an unused ticket but moved to a new city where you don't fly. How can I fly with you before it expires? #travelhelp,0,,23/2/2015 16:20,Georgia,Pacific Time (US & Canada)
570013523650048002,papamurat,neutral,1,,,EgyptAir,are flights leaving Dallas for Seattle on time Feb ?,0,,23/2/2015 16:13,,
570012257549070337,arieldaie,positive,1,,,EgyptAir,I'm #elevategold for a good reason: you rock!!,0,,23/2/2015 16:08,Los Angeles,
570011341483843584,vacations7,neutral,0.6799,,,EgyptAir,DREAM http://t.co/oAdRfAoQ http://t.co/lWWdAckHx,0,,23/2/2015 16:04,Turks and caicos,
570010539499393025,BobGlavinVO,neutral,1,,,EgyptAir,After last night #tribute #SoundOfMusic #Oscars ! I think agree,0,,23/2/2015 16:01,"New York, NY",Eastern Time (US & Canada)
570009713447825408,lisaaiko,neutral,0.6436,,,EgyptAir,All were entertaining,0,,23/2/2015 15:58,,
570009035455344640,grantbrowne,neutral,0.6764,,0,EgyptAir,"Is flight on it's way? Was supposed to take off minutes ago. Website still shows ""On Time"" not ""In Flight"". Thanks.",0,,23/2/2015 15:55,Worldwide,Central Time (US & Canada)
570006886012973056,joyabsalon,positive,0.657,,,EgyptAir,Julie Andrews all the way though was very impressive! NO to,0,,23/2/2015 15:46,Northern Virginia,Eastern Time (US & Canada)
570004391731847169,2v,neutral,1,,,EgyptAir,wish you flew out of Atlanta... Soon?,0,,23/2/2015 15:36,Los Angeles / Atlanta,Eastern Time (US & Canada)
570001194900426752,KSmithFoundHere,neutral,0.7118,,0,EgyptAir,Julie Andrews. Hands down.,0,,23/2/2015 15:24,,Atlantic Time (Canada)
570000071644872704,papamurat,neutral,1,,,EgyptAir,Will flights be leaving Dallas for LA on February th?,0,,23/2/2015 15:19,,
569996412286582784,murphicus,negative,0.6939,Flight Booking Problems,0.6939,EgyptAir,hi! i'm so excited about your $ LGA-&gt;DAL deal- but i've been trying book since last week &amp; the page never loads. thx!,0,,23/2/2015 15:05,"new york, new york",Eastern Time (US & Canada)
569996245462159361,VinnieFerra,positive,1,,,EgyptAir,you know it. Need it on my spotify stat #guiltypleasures,0,,23/2/2015 15:04,"brooklyn, Ny",Pacific Time (US & Canada)
569990222609412097,KevinDemsi,positive,0.635,,,EgyptAir,I'm Lady Gaga!!! She is amazing!,0,,23/2/2015 14:40,"Bali, Republic of Indonesia",Kuala Lumpur
569990163209850881,giffgaffman,neutral,0.7007,,,EgyptAir,- Carrie!,0,,23/2/2015 14:40,"UK, USA. ",
569989504431316993,HanlonBrothers,neutral,1,,,EgyptAir,New marketing song? https://t.co/FLFULCbQ let us know what you think?,0,,23/2/2015 14:37,"Gold Coast, Australia",Brisbane
569989321698074624,emilybg78,neutral,1,,,EgyptAir,Julie Andrews first but Lady Gaga wow'd me last night. Carrie? Meh.,0,,23/2/2015 14:36,"Stockton, CA",Arizona
569989034501500928,rachie1126,negative,1,Customer Service Issue,1,EgyptAir,I called a - weeks ago about adding flights from to my Elevate...they still haven't shown up...help!,0,,23/2/2015 14:35,"New York, NY",Eastern Time (US & Canada)
569987622484848640,adawson66,neutral,0.6858,,,EgyptAir,"all are great , but I have to go with #CarrieUnderwood",0,"[33.57963333, -117.73024772]",23/2/2015 14:30,,
569986782567071744,SocialPLC,neutral,1,,,EgyptAir,"Sorry, Mary Martin had it first!",0,,23/2/2015 14:26,"Twin Cities, Minn.",Eastern Time (US & Canada)
569986348041547778,jeffreymace01,positive,1,,,EgyptAir,love all three but you really can't beat the classics!,0,,23/2/2015 14:25,,
569982307634794497,1stcrown,neutral,0.6814,,0,EgyptAir,Flight DAL to DCA / :pm. Tried to check in could not. Status please.,0,,23/2/2015 14:09,USA,Central Time (US & Canada)
569976620158578688,onerockgypsy,negative,1,Customer Service Issue,1,EgyptAir,heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,0,,23/2/2015 13:46,next city,Pacific Time (US & Canada)
569973821396152323,noelduan,negative,1,Late Flight,0.6789,EgyptAir,"Hi, Virgin! I'm on hold for - minutes -- are there any earlier flights from LA to NYC tonight; earlier than :pm?",0,,23/2/2015 13:35,SF ↔ NY,Eastern Time (US & Canada)
569972508499283968,Travelzoo,positive,0.6922,,,EgyptAir,Congrats on winning the award for Best Deals from an Airline (US) http://t.co/kjiljaebV,0,,23/2/2015 13:30,"New York, NY",Pacific Time (US & Canada)
569967019958730753,gianagon,negative,1,Lost Luggage,1,EgyptAir,everything was fine until you lost my bag,0,"[40.6413712, -73.78311558]",23/2/2015 13:08,New York + Panama,Eastern Time (US & Canada)
569961866224652288,bxchen,neutral,1,,,EgyptAir,Need to change reservation. Have Virgin credit card. Do I need to modify on phone to waive change fee? Or can I do online?,0,,23/2/2015 12:47,"San Francisco, CA",Eastern Time (US & Canada)
569949891163615232,seimatrun,neutral,0.6492,,0,EgyptAir,I emailed your customer service team. Let me know if you need the tracking number.,0,,23/2/2015 12:00,Los Angeles,
569948966873370625,jamied7,neutral,1,,,EgyptAir,"hi I just booked a flight but need to add baggage, how can I do this?",0,,23/2/2015 11:56,"London, England",London
569946362126602240,seimatrun,negative,1,Flight Attendant Complaints,0.3516,EgyptAir,your airline is awesome but your lax loft needs to step up its game. $ for dirty tables and floors? http://t.co/hyVrfhjHt,0,,23/2/2015 11:46,Los Angeles,
569942903683813376,mrmichaellay,positive,1,,,EgyptAir,"not worried, it's been a great ride in a new plane with great crew. All airlines should be like this.",0,"[36.08457854, -115.13780136]",23/2/2015 11:32,Floridian from Cincinnati ,Eastern Time (US & Canada)
569941957490774016,TaylorLumsden,positive,1,,,EgyptAir,awesome. I flew yall Sat morning. Any way we can correct my bill ?,0,,23/2/2015 11:28,"Dallas, Texas",Mountain Time (US & Canada)
569940834994401280,campusmoviefest,neutral,1,,,EgyptAir,"Or watch some of the best student films in the country at , feet! #CMFatfeet http://t.co/KEKpDMGiF",0,,23/2/2015 11:24,USA,Eastern Time (US & Canada)
569940323746516993,TaylorLumsden,neutral,1,,,EgyptAir,first time flying you all. do you have a different rate/policy for media Bags? Thanks,0,,23/2/2015 11:22,"Dallas, Texas",Mountain Time (US & Canada)
569935232033366017,meme_meng,negative,1,Customer Service Issue,1,EgyptAir,what is going on with customer service? Is there anyway to speak to a human asap? Thank you.,0,,23/2/2015 11:02,,
569933816963342337,GunsNDip,negative,1,Customer Service Issue,1,EgyptAir,why can't you supp the biz traveler like and have customer service like #neverflyvirginforbusiness,0,,23/2/2015 10:56,,Pacific Time (US & Canada)
569933777931145216,artisticwritr87,positive,1,,,EgyptAir,I've applied more then once to be a member of the #inflight crew team...Im % interested. #flightattendant #dreampath -G,0,,23/2/2015 10:56,"Seattle, WA",Pacific Time (US & Canada)
569933405506310144,arieldaie,negative,0.6792,Late Flight,0.3477,EgyptAir,you're the best!! Whenever I (begrudgingly) use any other airline I'm delayed and Late Flight :(,0,,23/2/2015 10:54,Los Angeles,
569933360564342784,GunsNDip,negative,1,Can't Tell,1,EgyptAir,I have no interesting flying with you after this. I will Cancelled Flight my next four flights I planned.#neverflyvirginforbusiness,0,,23/2/2015 10:54,,Pacific Time (US & Canada)
569929243146088448,GunsNDip,negative,1,Can't Tell,1,EgyptAir,it was a disappointing experience which will be shared with every business traveler I meet. #neverflyvirgin,0,,23/2/2015 10:38,,Pacific Time (US & Canada)
569926998824394752,jsatk,negative,1,Flight Booking Problems,1,EgyptAir,Im having trouble adding this flight my wife booked to my Elevate account. Help? http://t.co/pXhQOKSR,0,"[0.0, 0.0]",23/2/2015 10:29,"Lower Pacific Heights, SF, CA",Pacific Time (US & Canada)
569923394990419968,serenaklal,neutral,0.6705,,0,EgyptAir,Can't bring up my reservation online using Flight Booking Problems code,0,,23/2/2015 10:15,Chicago,Eastern Time (US & Canada)
569922008588222465,openambit1,neutral,1,,,EgyptAir,Random Q: what's the distribution of elevate avatars? I bet that kitty has a disproportionate share http://t.co/APtZpuROp,0,,23/2/2015 10:09,,
569920824905306113,cabowine,neutral,0.6545,,0,EgyptAir,I &lt; Flying VA But Life happens and I am trying to #change my trip JPERHI Can you help.VA home page will not let me ?,0,,23/2/2015 10:04,"Los Cabos,Mexico",Arizona
569919041244147712,MaryAnnTaylorT,negative,1,Can't Tell,0.6513,EgyptAir,Why is the site down? When will it be back up?,0,,23/2/2015 9:57,"New York, NY",Arizona
569915941192015872,RamotControl,neutral,1,,,EgyptAir,"""You down with RNP?"" ""Yeah you know me!""",0,,23/2/2015 9:45,,Pacific Time (US & Canada)
569913339427434496,losermelon,neutral,0.6639,,0,EgyptAir,"hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?",0,,23/2/2015 9:35,,
569911816937033728,AlisonK33774854,negative,1,Cancelled Flight,1,EgyptAir,I like the TV and interesting video . Just disappointed in Cancelled Flightled flight when other flights went out to jfk on Saturday .,0,,23/2/2015 9:29,,
569911674158731264,GunsNDip,negative,1,Late Flight,1,EgyptAir,"just landed in LAX, an hour after I should of been here. Your no Late Flight bag check is not business travel friendly #nomorevirgin",0,,23/2/2015 9:28,,Pacific Time (US & Canada)
569911218942517248,yazdanagh,neutral,0.6765,,0,EgyptAir,why is flight redirected?,0,,23/2/2015 9:26,,
569910981868060673,MerchEngines,negative,1,Customer Service Issue,0.6863,EgyptAir,"Is it me, or is your website down? BTW, your new website isn't a great user experience. Time for another redesign.",0,,23/2/2015 9:25,"Los Angeles, CA",Arizona
569909224521641984,ColorCartel,negative,1,Customer Service Issue,0.6771,EgyptAir,I can't check in or add a bag. Your website isn't working. I've tried both desktop and mobile http://t.co/AvyqdMpiY,0,,23/2/2015 9:18,"Austin, TX",Mountain Time (US & Canada)
569907336485019648,MustBeSpoken,negative,1,Can't Tell,0.659,EgyptAir,- Let scanned in passengers leave the plane than told someone to remove their bag from st class bin? #uncomfortable,0,,23/2/2015 9:11,,
569896805611089920,mattbunk,negative,1,Flight Booking Problems,0.6714,EgyptAir,What is your phone number. I can't find who to call about a flight reservation.,0,,23/2/2015 8:29,"Sterling Heights, MI",Eastern Time (US & Canada)
569894407001939968,STravelsW,neutral,1,,,EgyptAir,trying to add my boy Prince to my ressie. SF this Thursday from LAX http://t.co/GsBJcgM,0,,23/2/2015 8:19,"Manhattan Beach, CA",
569891436100874241,mrmichaellay,negative,0.6925,Late Flight,0.3521,EgyptAir,how's a direct flight FLL-&gt;SFO have unexpected layover in Vegas fuel yet peeps next to me bought for Vegas flight. #sneaky,0,"[0.0, 0.0]",23/2/2015 8:08,Floridian from Cincinnati ,Eastern Time (US & Canada)
569887310713479168,GunsNDip,negative,1,Late Flight,0.3486,EgyptAir,your no Late Flight bag check just lost you my business. I missed flight and AM apt. Three other people on flight had same exp.,0,,23/2/2015 7:51,,Pacific Time (US & Canada)
569887049446076416,TheDuchessSF,positive,1,,,EgyptAir,"- amazing customer service, again! RaeAnn in SF - she's the best! #customerservice #virginamerica #flying",0,,23/2/2015 7:50,Online,Pacific Time (US & Canada)
569884551712886785,BeLeather,negative,1,Customer Service Issue,1,EgyptAir,called your service line and was hung up on. This is awesome. #sarcasm,0,"[0.0, 0.0]",23/2/2015 7:40,,Pacific Time (US & Canada)
569884407852437504,BeLeather,negative,1,Flight Booking Problems,0.6366,EgyptAir,your site is tripping. I'm trying to check in and I'm getting the plain text version. I am reluctant to enter any card info.,0,"[0.0, 0.0]",23/2/2015 7:40,,Pacific Time (US & Canada)
569881548515708928,drcaseydrake,neutral,0.6593,,0,EgyptAir,I was scheduled for SFO DAL flight today. Changed to th due weather. Looks like flight still on?,0,"[37.79374402, -122.39327564]",23/2/2015 7:28,"Dallas, TX",
569873669700358144,flyfromWAS,positive,0.6823,,0,EgyptAir,"has getaway deals through May, from $ one-way. Lots of cool cities http://t.co/tZZJhuIbCH #CheapFlights #FareCompare",0,,23/2/2015 6:57,"Washington, DC",Eastern Time (US & Canada)
569873668131717120,flyfromSEA,neutral,1,,,EgyptAir,"has getaway deals through May, from $ one-way. Lots of cool cities http://t.co/RPdBpXwNd #CheapFlights #FareCompare",0,,23/2/2015 6:57,Seattle,Central Time (US & Canada)
569873665640292353,flyfromNYC,positive,0.6806,,,EgyptAir,"has getaway deals through May, from $ one-way. Lots of cool cities http://t.co/BXiYGT #CheapFlights #FareCompare",0,,23/2/2015 6:57,"New York City, NY",Central Time (US & Canada)
569873664612704256,flyfromLAX,neutral,0.6529,,,EgyptAir,"has getaway deals through May, from $ one-way. Lots of cool cities http://t.co/QDlJHslOI #CheapFlights #FareCompare",0,,23/2/2015 6:57,"Los Angeles, CA",Central Time (US & Canada)
569872058613673984,Silvanabfer,positive,0.6779999999999999,,,EgyptAir,Have a great week,0,,23/2/2015 6:51,,
569861209781989377,AdamJdubs,positive,0.3482,,0,EgyptAir,come back to #PHL already. We need you to take us out of this horrible cold. #pleasecomeback http://t.co/gLXFwPnQH,0,,23/2/2015 6:07,Earth,Eastern Time (US & Canada)
569847920192655361,nicholas_v,negative,1,Late Flight,1,EgyptAir,"should I be concerned that I am about to fly on a plane that needs to be delayed due to a ""tech stop""?",0,"[26.074379, -80.1416831]",23/2/2015 5:15,,Eastern Time (US & Canada)
569814339785338880,tstashajones,positive,1,,,EgyptAir,"is the best airline I have flown on.Easy to change your reservation,helpful representatives &amp; a comfortable flying experience",0,,23/2/2015 3:01,"Halifax, Nova Scotia, Canada",Eastern Time (US & Canada)
569777607371128834,SkateMamas,positive,1,,,EgyptAir,and again! Another rep kicked butt! Naelah represents your team so beautifully!! Thank you!!!,0,,23/2/2015 0:35,"Los Angeles, CA",
569774078233419776,dngoo,positive,1,,,EgyptAir,your beautiful front-end design is down right now; but it was cool to still book my ticket b/c all your back-end was secure.,0,,23/2/2015 0:21,"Near a park, water, or lights",Pacific Time (US & Canada)
569770363623575552,SamBrittenham,positive,1,,,EgyptAir,"Love the team running Gate E at LAS tonight. Waited for a delayed flight, and they kept things entertaining",0,,23/2/2015 0:06,USA,Eastern Time (US & Canada)
569748316776325120,usagibrian,negative,0.6832,Customer Service Issue,0.3773,EgyptAir,Use another browser! &amp; a brand with a reputation built on tech response doesn't have a cross-browser compatible website?,0,,22/2/2015 22:39,San Francisco CA,Pacific Time (US & Canada)
569741221783957504,usagibrian,negative,1,Flight Booking Problems,0.6767,EgyptAir,"And now the flight Flight Booking Problems site is totally down. Folks, what is the problem?",0,,22/2/2015 22:11,San Francisco CA,Pacific Time (US & Canada)
569737603617943552,KindofLuke,negative,1,Customer Service Issue,0.6527,EgyptAir,I like the customer service but a min delay just for connecting passengers seems too long. VA,0,,22/2/2015 21:56,,
569714127792254976,ptbrodie,positive,1,,,EgyptAir,thanks to your outstanding NYC-JFK crew who moved mountains to get me home to San Francisco tonight!,0,,22/2/2015 20:23,San Francisco,
569675144353828864,cheryleng,positive,1,,,EgyptAir,you have the absolute best team and customer service ever. Every time I fly with you I'm delighted. Thank you!,0,"[33.9469039, -118.40716847]",22/2/2015 17:48,,Pacific Time (US & Canada)
569674358135914496,HishamSharaby,neutral,1,,,EgyptAir,"Do you provide complimentary upgrades to first class, if there are available seats?",0,,22/2/2015 17:45,New York,Eastern Time (US & Canada)
569666477265018881,ChrisFordisHere,negative,0.6703,Customer Service Issue,0.6703,EgyptAir,i need to change my flight thats scheduled in hours and min wait time on phone. Im calling intern. Help!!,0,"[51.04345575, -114.06071363]",22/2/2015 17:14,NYC,Tehran
569652497947734017,JKF1897,positive,1,,,EgyptAir,completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time. #VAbeatsJblue,0,,22/2/2015 16:18,,
569649116487290880,F6x,neutral,1,,,EgyptAir,How can I watch the #Oscars on my JFK-&gt;SFO flight?,0,"[40.64662464, -73.77090177]",22/2/2015 16:05,"San Francisco, CA",Pacific Time (US & Canada)
569643262459269120,lawyang588,neutral,0.6535,,0,EgyptAir,is flight Cancelled Flightled and what do I do if it is?,0,,22/2/2015 15:41,,
569642845516275712,melokudo,negative,1,Customer Service Issue,0.6448,EgyptAir,you are failing your customers because your check in process does not link to TSA pre-check.,0,,22/2/2015 15:40,,Eastern Time (US & Canada)
569634318349246464,ChrysiChrysic,negative,1,Can't Tell,1,EgyptAir,us too! Terrible airline! Just gave us a hotel hotline number and said sorry,0,,22/2/2015 15:06,,
569633630978310145,nikkisixxfan93,neutral,1,,,EgyptAir,has flight number from SFO to Cabo San Lucas arrived yet?,0,,22/2/2015 15:03,"Sacramento,California",Pacific Time (US & Canada)
569633279546036224,ChrysiChrysic,negative,1,Cancelled Flight,0.6875,EgyptAir,your assistance yesterday when u Cancelled Flightled our flight was to give us a hotel hotline Shame on you!,0,,22/2/2015 15:02,,
569630092273410048,MOCBlogger,negative,1,Late Flight,1,EgyptAir,Another delayed flight? #likingyoulessandless,0,,22/2/2015 14:49,San Diego,Alaska
569627480425766912,tfaz,negative,1,Customer Service Issue,1,EgyptAir,I need to register a service dog for a first class ticket from SFO &gt; Dulles. The phone queue is an hour or longer. Pls advise,0,,22/2/2015 14:39,"Oakland, California",Pacific Time (US & Canada)
569625739231948800,lisaptv,positive,1,,,EgyptAir,you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars,1,,22/2/2015 14:32,,Mountain Time (US & Canada)
569625609799774208,dropapp,neutral,1,,,EgyptAir,", dropped a track on you... https://t.co/zvptTRK",0,,22/2/2015 14:31,,
569620102389350401,HollywoodHotMom,positive,0.7011,,,EgyptAir,always!!! Xoxo,0,,22/2/2015 14:09,All Over!,Pacific Time (US & Canada)
569619569372823552,GoShar2012,negative,1,Flight Booking Problems,1,EgyptAir,why can't we book seats on your flights when we buy them or even during check in? Creates so much anxiety! #frustrated,0,,22/2/2015 14:07,"Providence, RI",Eastern Time (US & Canada)
569618527948115968,MOCBlogger,negative,0.6543,Flight Attendant Complaints,0.3562,EgyptAir,You'd think paying an extra $ bucks RT for luggage might afford you hiring an extra hand at #lame,0,,22/2/2015 14:03,San Diego,Alaska
569616490380439552,SkateMamas,positive,1,,,EgyptAir,best customer service rep in the world! #irmafromDallas takes the cake!!!,0,,22/2/2015 13:55,"Los Angeles, CA",
569615109363929088,FiDiFamilies,neutral,0.355,,0,EgyptAir,Can you find us a flt out of LAX that is sooner than midnight on Monday? That would be great customer service,0,,22/2/2015 13:49,New York City ,Eastern Time (US & Canada)
569614365755899905,jarrydosborne,negative,0.6889,Late Flight,0.6889,EgyptAir,please provide status for flight . I cant imagine it's on time as the Web indicates dude to weather here and/or Dallas,0,,22/2/2015 13:47,New York,Eastern Time (US & Canada)
569614024578600960,HollywoodHotMom,positive,1,,,EgyptAir,you have amazing staff &amp; super helpful as I just ran the #PrincessHalf they have spoiled me with comfort!!!,0,,22/2/2015 13:45,All Over!,Pacific Time (US & Canada)
569609971383586817,mlorenzen,negative,1,Cancelled Flight,1,EgyptAir,"I paid the premium to fly you across the country, you Cancelled Flight my flight and offer no check fee or upgrade love? Sad face :(",0,,22/2/2015 13:29,"iPhone: 29.741360,-90.131523",Pacific Time (US & Canada)
569608328998887424,Tyler_Starrine,negative,0.679,Flight Booking Problems,0.3684,EgyptAir,question: is it not possible to book a seat for an infant under ? It's not giving me the option but we want a seat for him.,0,,22/2/2015 13:23,Los Angeles,Pacific Time (US & Canada)
569599867716132864,jessicajaymes,positive,1,,,EgyptAir,Always have it together!!! You're welcome! RT : You're so welcome.,2,"[33.94652852, -118.40766257]",22/2/2015 12:49,"hollywood, california",Pacific Time (US & Canada)
569596445680115712,livingfitly,positive,1,,,EgyptAir,#flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VXvBCTdLf,0,,22/2/2015 12:35,"Washington, DC",Eastern Time (US & Canada)
569596097540132864,khartline,negative,1,Damaged Luggage,0.6501,EgyptAir,. I don't understand why you need a DM to give me an answer on if you have a damaged luggage policy.,0,,22/2/2015 12:34,Las Vegas,Pacific Time (US & Canada)
569594386066984960,khartline,negative,1,Damaged Luggage,1,EgyptAir,. does that mean you don't have a policy for destroyed luggage?,0,,22/2/2015 12:27,Las Vegas,Pacific Time (US & Canada)
569586660909973504,MACRoxburgh,neutral,1,,,EgyptAir,is there special assistance if I travel alone w/ kids and infant? Priority boarding?,0,,22/2/2015 11:56,,Atlantic Time (Canada)
